N,P,K,temperature,humidity,ph,rainfall,label
97.25,51.17,45.65,26.93,87.34,5.91,218.68,Rice
43.63,29.44,34.26,27.46,57.47,6.87,84.46,Black Gram
46.61,37.34,30.66,28.24,44.09,5.94,67.29,Kodo Millet
84.6,42.77,28.7,13.69,57.99,6.73,73.8,Wheat
53.35,40.27,35.9,28.77,46.05,5.59,88.48,Kodo Millet
43.35,33.61,27.71,16.43,49.26,6.71,39.07,Mustard
93.21,48.87,67.86,28.62,83.27,5.76,175.97,Pineapple
96.02,46.98,66.38,18.61,63.61,6.25,65.28,Cabbage
76.09,43.94,50.12,24.21,75.42,6.72,83.1,Cucumber
49.37,22.35,40.07,27.28,75.93,7.48,89.94,Soybean
95.32,49.46,102.23,31.45,89.21,6.63,247.65,Coconut
41.13,30.49,29.99,30.89,55.05,6.15,65.87,Sesame
86.06,46.37,41.44,17.45,65.85,6.06,56.61,Cauliflower
32.38,25.86,30.25,22.48,51.3,6.95,112.41,Rajma
107.73,68.53,141.18,37.89,83.88,6.64,223.56,Banana
91.2,54.06,64.18,20.63,82.37,4.67,231.4,Tea
71.2,44.26,99.34,14.6,60.87,6.34,100.82,Apple
35.0,32.74,28.98,33.23,64.28,6.58,71.68,Sesame
64.56,32.29,69.57,24.71,63.74,7.7,82.1,Bottle Gourd
87.3,48.29,34.56,21.26,59.93,6.64,59.0,Wheat
54.21,38.87,33.27,32.36,35.12,6.96,86.84,Sorghum
37.14,28.23,26.98,24.58,50.48,6.84,83.27,Field Bean
108.66,54.53,95.7,31.67,61.02,6.39,112.33,Mango
49.2,31.2,28.44,20.8,62.39,6.66,53.05,Radish
47.48,19.57,31.9,19.45,50.2,5.4,44.09,Lentil
94.57,33.01,32.05,20.61,71.07,7.35,63.33,Barley
44.0,24.4,25.44,19.14,50.72,6.81,60.77,Linseed
36.6,28.32,37.55,21.84,59.58,7.15,79.62,Niger Seed
45.42,29.44,82.18,16.96,69.62,6.91,49.05,Carrot
54.19,37.55,22.55,16.09,49.27,6.27,56.65,Mustard
114.34,58.09,101.1,32.97,56.13,6.54,189.98,Mango
75.22,45.89,35.65,23.9,68.65,6.55,112.96,Maize
64.7,47.57,75.36,18.97,74.85,6.38,61.46,Cauliflower
86.13,23.91,22.03,23.65,65.56,6.6,75.44,Maize
109.01,56.19,97.86,29.11,83.21,4.96,299.09,Rubber
78.4,33.37,35.66,31.31,41.96,6.25,69.63,Sorghum
42.43,28.23,15.7,25.88,66.54,6.43,103.44,Finger Millet
69.67,37.9,53.85,19.32,63.31,6.38,51.64,Carrot
81.26,47.96,50.26,24.68,74.15,5.76,183.92,Coffee
29.17,22.35,26.22,32.03,37.13,6.63,63.64,Sesame
110.89,69.79,86.64,26.9,70.96,6.8,159.83,Papaya
34.46,26.1,32.71,13.84,49.13,6.65,48.49,Mustard
85.56,65.34,99.35,29.53,72.07,5.64,90.86,Orange
47.2,32.94,34.11,25.51,53.71,7.08,95.01,Sunflower
71.34,32.05,21.0,28.96,53.35,6.78,80.39,Sunflower
62.04,32.05,72.27,25.48,74.16,7.08,60.55,Pumpkin
68.01,48.5,70.28,19.48,62.32,6.85,49.59,Garlic
79.55,38.41,25.67,16.84,57.58,6.35,35.89,Mustard
38.16,28.86,34.61,22.12,49.68,6.23,59.95,Linseed
100.77,81.1,46.78,23.88,70.58,6.53,108.9,Tomato
70.78,63.7,69.18,25.94,68.22,6.25,41.21,Tomato
47.62,32.7,27.35,16.43,40.24,6.42,74.88,Linseed
58.14,32.4,31.01,24.89,71.54,5.92,98.13,Soybean
37.21,37.29,36.68,26.07,56.38,7.27,90.34,Niger Seed
64.35,38.86,41.95,33.66,66.37,6.5,76.86,Okra
99.02,50.27,48.77,33.31,79.76,5.69,195.63,Rice
44.77,29.17,35.81,26.96,44.15,5.66,81.05,Little Millet
97.9,88.2,62.16,35.83,66.37,6.51,103.8,Chilli
51.97,29.42,31.38,22.8,48.3,6.59,42.34,Linseed
76.38,62.49,50.25,24.56,66.55,6.57,123.79,Tomato
96.69,51.24,106.05,34.4,55.05,6.09,75.81,Grapes
49.55,29.75,64.37,32.5,65.57,6.19,198.63,Cashew
116.59,75.75,98.86,28.31,69.72,6.17,137.41,Papaya
32.78,37.85,24.24,27.62,50.61,6.23,106.84,Red Gram
122.34,65.58,159.52,26.08,70.63,5.98,219.13,Banana
78.23,37.35,31.24,29.18,48.34,7.26,62.15,Pearl Millet
103.61,51.35,55.03,25.23,69.82,6.33,109.09,Tomato
94.49,42.0,109.2,17.92,72.84,5.61,66.13,Potato
48.31,23.43,24.71,31.19,56.83,6.59,132.21,Red Gram
82.28,55.38,88.23,23.43,82.45,7.2,130.25,Orange
83.37,46.98,82.93,28.58,79.72,7.41,91.87,Guava
58.36,28.64,78.34,18.6,74.82,6.46,67.19,Beetroot
29.97,43.35,28.63,18.57,54.3,6.81,48.74,Chickpea
115.29,70.93,120.5,33.89,71.48,6.94,199.25,Banana
58.59,22.2,31.31,25.69,64.22,6.77,71.26,Castor
104.12,52.53,87.34,32.77,84.06,6.06,269.47,Rubber
54.8,29.25,37.02,24.94,73.79,5.9,93.79,Kodo Millet
46.34,36.97,29.01,27.96,62.76,7.0,88.18,Black Gram
62.85,25.75,31.81,24.33,61.05,6.37,68.53,Sunflower
46.85,30.73,27.83,29.77,60.78,6.99,86.82,Soybean
87.58,34.08,60.04,22.22,65.75,6.62,54.85,Beetroot
78.37,58.74,74.89,23.25,73.53,6.77,77.39,Tomato
25.93,31.03,29.39,28.24,50.99,6.42,64.32,Horse Gram
38.66,32.08,30.15,27.91,59.19,6.72,102.92,Red Gram
80.61,48.72,56.8,26.34,73.04,6.38,80.6,Brinjal
68.53,34.84,33.52,21.78,63.81,6.63,73.2,Sunflower
63.87,34.87,34.09,29.51,61.26,6.92,86.22,Castor
103.97,53.26,101.45,29.18,97.05,6.5,212.01,Coconut
55.35,26.6,58.54,25.91,72.98,6.07,169.16,Cashew
96.53,78.9,94.33,31.84,65.51,6.23,131.09,Papaya
36.36,17.52,27.48,30.9,57.79,6.43,71.83,Groundnut
103.2,72.74,101.8,23.68,64.79,5.73,44.18,Potato
44.13,33.68,32.19,30.3,50.29,6.36,41.0,Kodo Millet
80.47,29.87,62.99,28.68,67.37,6.81,79.81,Pumpkin
93.1,67.58,99.89,29.1,65.96,6.36,133.82,Orange
55.14,31.94,36.88,25.76,58.96,6.71,105.67,Castor
87.58,43.06,35.16,15.54,52.74,6.58,58.93,Barley
96.74,55.13,107.34,18.35,67.55,5.08,58.3,Potato
112.29,57.06,113.98,25.78,60.82,7.13,75.83,Grapes
60.53,40.5,48.51,33.6,66.22,6.36,60.47,Okra
89.16,41.76,72.45,24.74,78.38,7.52,86.7,Guava
61.87,24.3,41.06,33.38,48.22,6.77,77.49,Sorghum
47.82,34.44,24.03,25.61,59.26,6.83,107.96,Little Millet
91.57,78.39,84.59,32.3,73.62,6.29,73.39,Papaya
98.99,52.64,64.33,23.33,84.0,4.75,252.28,Tea
40.97,31.66,44.49,31.92,60.99,7.73,129.11,Black Gram
35.33,38.73,40.99,26.38,59.07,7.13,81.91,Field Bean
73.29,24.45,76.97,15.4,61.68,6.73,66.81,Carrot
33.84,36.68,23.74,32.66,73.26,6.82,86.36,Black Gram
90.26,42.08,70.27,29.16,60.46,6.44,75.0,Chilli
131.89,48.3,72.64,29.36,70.6,6.64,166.42,Arecanut
108.86,51.32,100.55,33.59,82.66,6.51,200.68,Coconut
70.74,57.59,60.95,28.33,71.51,6.9,99.76,Tomato
34.08,33.76,31.09,26.14,64.24,6.58,73.75,Foxtail Millet
34.81,33.25,27.97,26.47,57.42,6.94,76.89,Foxtail Millet
85.94,65.77,64.88,20.13,64.15,6.7,102.77,Tomato
100.64,39.42,102.21,19.07,81.79,6.57,48.53,Potato
70.41,31.43,38.94,30.39,72.04,6.14,72.08,Cucumber
114.71,59.11,47.96,27.67,78.61,6.24,229.95,Rice
48.05,32.2,31.27,27.71,62.75,5.96,103.68,Kodo Millet
53.87,27.54,64.06,32.12,71.86,6.56,78.59,Bottle Gourd
84.0,37.68,85.35,32.06,58.3,6.35,98.26,Guava
101.87,58.87,116.08,15.64,79.88,5.77,51.79,Potato
72.9,52.44,65.61,21.9,84.53,5.87,157.75,Coffee
33.92,23.21,29.56,27.91,54.13,5.93,44.69,Horse Gram
109.93,71.67,93.43,32.97,68.01,5.56,236.97,Mango
97.57,51.44,81.99,28.37,94.57,5.06,270.04,Rubber
100.39,59.27,108.9,22.66,63.92,6.13,199.36,Orange
39.3,39.86,34.05,29.26,47.12,6.01,83.06,Cowpea
71.18,55.14,38.76,28.27,72.88,6.7,90.04,Cucumber
93.33,44.98,33.19,15.84,50.34,6.66,58.6,Wheat
72.86,48.79,36.7,27.85,79.32,6.69,122.49,Maize
35.55,25.6,26.16,27.08,57.1,7.3,77.96,Field Bean
88.18,51.75,29.22,28.68,73.63,6.77,75.38,Maize
65.18,30.78,30.05,23.3,56.68,6.87,55.65,Sunflower
72.29,58.86,62.38,25.39,69.32,5.59,131.75,Orange
93.68,60.86,63.66,23.08,66.44,6.58,74.15,Tomato
73.33,58.44,82.79,28.67,53.19,6.64,77.92,Pomegranate
61.89,37.12,28.31,30.52,48.59,6.93,66.38,Sorghum
120.58,79.64,80.65,34.15,93.95,4.84,175.53,Rubber
112.21,51.37,84.24,34.21,80.91,5.94,217.59,Arecanut
58.0,21.92,29.26,30.06,54.57,6.41,117.01,Foxtail Millet
70.17,62.0,58.32,34.11,69.82,6.58,71.48,Cucumber
91.65,45.06,68.03,24.84,80.84,5.69,187.16,Litchi
64.47,50.22,33.31,26.78,72.41,6.42,80.4,Cucumber
57.58,46.91,66.04,25.22,75.94,5.54,195.56,Pineapple
40.94,40.11,31.68,28.99,55.62,5.78,103.0,Cowpea
57.63,28.31,52.91,29.2,62.73,5.97,185.21,Cashew
88.59,42.56,90.98,32.34,68.23,5.99,197.25,Litchi
44.46,24.52,25.74,30.7,52.71,6.59,72.99,Sesame
50.33,28.74,28.19,14.02,47.41,6.53,42.32,Linseed
57.21,27.34,24.96,26.94,55.39,6.62,33.62,Sunflower
55.67,30.22,27.65,31.47,55.8,6.79,75.42,Groundnut
47.22,24.52,26.37,30.21,51.44,7.57,76.21,Soybean
43.59,34.96,32.97,30.67,52.88,6.94,75.44,Green Gram
76.8,49.34,50.23,25.2,58.28,6.33,85.7,Maize
97.11,37.91,37.22,16.75,50.11,6.69,54.61,Barley
77.81,60.1,71.16,19.75,62.92,6.36,54.79,Onion
54.96,27.58,30.87,25.23,70.06,6.64,102.74,Finger Millet
58.58,27.3,30.5,19.21,66.33,6.4,33.76,Radish
111.56,60.36,91.95,21.3,69.12,6.23,90.19,Papaya
65.88,29.28,53.45,25.97,70.68,5.95,209.21,Cashew
57.21,31.16,63.22,30.16,67.76,6.11,95.57,Pumpkin
89.13,44.16,70.03,29.56,75.62,5.44,164.37,Pineapple
51.09,35.0,30.05,25.42,49.26,6.04,99.75,Kodo Millet
40.09,26.43,30.07,29.07,53.98,6.63,74.9,Sesame
50.35,25.14,59.44,22.75,68.84,6.66,51.68,Bottle Gourd
72.26,30.06,65.1,30.9,68.92,7.08,53.19,Bottle Gourd
40.47,33.39,23.75,22.86,58.33,6.67,67.73,Foxtail Millet
47.58,25.34,19.86,28.28,55.9,6.93,99.09,Red Gram
92.54,52.76,100.19,26.31,57.64,6.53,68.51,Grapes
73.06,38.13,50.94,32.35,64.51,7.35,81.38,Chilli
106.35,49.34,52.74,26.87,87.98,6.2,192.63,Rice
95.72,53.56,81.69,26.05,69.04,6.58,151.95,Papaya
88.45,80.4,69.26,32.76,82.25,4.93,207.22,Rubber
38.95,27.86,38.22,19.71,54.93,6.78,59.87,Mustard
90.37,36.19,27.42,14.56,47.15,6.25,59.65,Wheat
46.84,37.85,28.24,24.17,63.8,6.05,73.9,Soybean
82.89,60.21,53.58,20.98,59.32,6.47,67.5,Chilli
29.19,37.61,23.18,21.16,46.74,7.66,51.6,Chickpea
68.82,42.75,71.51,20.48,52.63,6.72,55.13,Garlic
30.84,37.34,26.94,23.49,58.44,6.91,88.5,Niger Seed
30.35,29.96,23.47,22.12,51.38,6.39,73.49,Chickpea
63.21,60.35,65.42,22.32,80.83,5.5,157.96,Coffee
82.49,59.41,68.33,27.99,55.52,6.7,74.35,Chilli
42.43,29.99,33.99,18.71,52.66,6.77,59.67,Linseed
102.28,47.79,50.15,27.62,76.8,6.18,169.81,Rice
86.9,39.24,69.33,28.63,88.42,6.39,150.66,Litchi
44.0,33.83,68.26,29.38,64.51,6.26,158.31,Cashew
50.45,32.09,20.76,19.62,51.24,6.56,38.3,Mustard
28.98,13.11,40.31,28.46,54.19,7.33,69.3,Field Bean
44.31,29.42,55.21,25.06,63.74,6.44,47.37,Bottle Gourd
66.76,58.91,54.13,24.54,67.07,6.48,72.87,Cucumber
26.98,23.86,29.16,23.03,63.33,6.47,64.72,Niger Seed
102.47,74.38,102.22,20.09,71.99,6.25,58.53,Potato
79.0,39.92,53.42,17.25,58.55,7.12,59.47,Garlic
115.29,65.26,129.2,32.0,85.96,6.43,145.11,Banana
71.17,50.8,54.44,20.83,79.01,6.27,68.29,Cauliflower
31.23,32.88,33.86,28.73,52.21,6.69,76.68,Horse Gram
67.63,27.2,60.03,28.62,73.77,6.09,135.78,Cashew
43.96,23.73,25.14,33.41,59.06,6.39,80.78,Black Gram
30.44,27.79,27.05,31.46,66.98,7.58,64.84,Black Gram
46.2,31.95,26.75,32.88,48.07,5.99,118.38,Red Gram
59.43,39.72,26.39,17.6,51.85,7.29,61.14,Mustard
98.22,53.32,55.84,19.51,71.05,6.49,63.29,Cauliflower
45.23,34.74,31.59,24.15,67.59,5.75,99.25,Kodo Millet
35.78,30.07,19.4,28.33,60.11,6.48,78.43,Cowpea
56.39,34.19,38.9,25.67,40.65,6.89,47.65,Safflower
34.53,29.22,27.55,25.18,60.36,5.55,97.27,Little Millet
61.43,29.13,65.44,18.1,57.23,6.57,49.57,Carrot
41.17,38.93,31.54,16.65,45.78,6.93,40.12,Lentil
47.04,40.6,75.37,15.11,60.62,7.37,67.34,Carrot
62.48,42.04,71.32,32.57,65.36,6.39,95.65,Guava
47.67,24.07,29.8,34.67,67.71,6.72,103.93,Black Gram
82.13,54.37,77.24,24.92,62.11,6.26,80.66,Chilli
60.91,32.47,31.76,17.09,62.25,6.63,42.27,Radish
90.86,40.67,106.29,26.37,48.53,6.61,50.55,Grapes
51.16,30.41,54.02,31.98,73.14,5.78,120.37,Cashew
102.07,61.73,88.45,25.06,71.45,5.4,114.85,Orange
69.65,38.38,39.1,29.76,54.98,5.91,245.12,Cashew
78.54,42.71,73.63,21.31,75.46,4.78,179.69,Pineapple
100.87,47.88,107.99,23.38,52.46,7.56,63.19,Grapes
66.55,36.39,36.11,14.68,53.84,6.0,53.88,Mustard
24.64,31.22,41.87,16.4,53.4,7.01,69.55,Peas
44.49,31.85,30.63,21.05,40.98,7.68,42.26,Safflower
63.02,49.14,37.27,28.14,68.52,6.98,91.02,Maize
89.29,55.15,122.04,19.58,68.28,6.55,157.01,Orange
41.52,27.85,28.63,29.75,50.74,6.84,102.57,Little Millet
103.62,40.18,53.4,25.71,86.05,4.8,162.36,Tea
102.54,47.3,80.4,25.72,73.21,6.13,278.13,Arecanut
93.59,37.23,77.76,26.99,60.91,6.42,52.18,Pomegranate
8.12,38.72,34.64,30.66,58.41,6.78,73.13,Green Gram
40.7,23.62,18.73,31.67,42.46,6.72,77.8,Red Gram
34.24,23.34,31.65,28.5,48.76,6.76,142.73,Red Gram
80.8,37.77,73.65,25.09,83.93,4.84,250.32,Pineapple
67.19,41.3,77.36,29.7,64.53,6.93,139.63,Guava
101.04,48.67,84.3,27.2,72.05,6.28,113.53,Litchi
44.3,39.75,29.94,20.28,52.62,8.04,58.53,Chickpea
41.43,25.14,29.51,19.0,50.21,6.32,59.52,Linseed
58.59,32.92,20.68,26.18,44.43,7.39,68.06,Pearl Millet
107.75,52.36,104.53,31.67,76.26,6.49,164.96,Papaya
36.64,33.67,34.93,32.06,48.93,6.67,57.98,Black Gram
52.61,23.76,65.95,28.74,75.85,5.7,164.37,Cashew
80.25,39.5,47.83,28.28,64.31,6.79,71.48,Okra
59.32,22.13,30.49,20.29,72.11,6.95,31.54,Radish
51.16,37.29,26.35,17.48,62.0,6.97,60.63,Radish
90.42,45.73,99.94,23.56,59.18,6.65,69.49,Grapes
90.08,55.13,46.72,27.76,55.58,6.53,76.73,Okra
80.63,50.18,76.75,25.17,52.54,6.19,55.12,Onion
100.09,44.32,99.69,28.93,87.16,7.28,228.04,Coconut
60.07,33.58,60.6,28.27,77.17,7.3,57.79,Bottle Gourd
40.93,30.79,33.8,15.89,51.4,6.53,30.96,Safflower
61.5,30.09,25.1,31.09,45.37,7.4,61.76,Sorghum
48.31,33.34,30.28,27.93,42.15,6.71,53.63,Sorghum
91.38,46.64,26.08,19.58,45.14,6.86,60.22,Wheat
75.15,44.86,29.32,28.47,55.97,6.67,104.03,Maize
18.72,39.64,30.35,21.51,59.69,5.97,80.68,Niger Seed
122.18,78.07,122.22,25.61,75.75,6.61,207.64,Banana
35.08,27.25,31.9,25.17,53.29,7.1,60.01,Chickpea
99.24,54.84,104.88,28.32,75.53,5.24,240.59,Coconut
54.77,22.46,29.66,31.73,58.64,7.17,55.52,Groundnut
98.04,70.38,60.83,23.52,53.16,7.52,67.65,Chilli
85.68,46.07,94.01,27.96,71.18,5.92,179.59,Coffee
74.63,38.54,71.1,23.48,52.45,6.79,46.32,Pomegranate
89.4,41.04,67.23,22.46,68.3,6.37,63.68,Cauliflower
36.12,37.63,33.93,24.51,52.06,6.6,59.5,Peas
93.5,56.15,90.49,22.3,65.48,5.22,213.49,Pineapple
79.0,47.57,79.23,29.98,58.89,6.59,127.83,Guava
34.17,26.69,35.69,32.08,41.56,6.73,96.83,Cowpea
49.79,34.83,32.99,19.3,61.63,6.81,56.6,Radish
98.76,59.1,48.6,23.28,60.55,6.77,91.53,Chilli
84.78,60.47,71.06,31.83,93.62,5.43,299.01,Rubber
48.01,30.4,33.25,20.86,44.67,6.77,55.31,Lentil
39.73,36.09,37.36,28.11,49.68,6.58,75.41,Sunflower
26.15,30.58,27.67,22.22,61.68,6.61,106.5,Niger Seed
38.15,27.53,44.33,22.88,72.84,6.53,88.68,Pumpkin
53.46,26.24,30.79,17.94,56.52,6.8,60.91,Lentil
73.01,43.9,40.66,28.81,63.11,7.4,53.75,Okra
97.51,69.05,59.19,23.29,56.93,5.86,105.98,Tomato
73.19,46.01,77.66,23.0,75.03,5.56,174.8,Coffee
93.19,49.05,50.16,25.68,90.57,5.26,253.85,Rice
79.61,41.0,80.11,15.14,54.25,6.02,93.6,Apple
41.2,29.54,33.31,26.85,55.81,6.97,85.65,Kodo Millet
52.36,40.49,43.61,24.18,68.35,6.73,57.72,Okra
42.67,26.93,28.72,17.7,43.3,6.47,84.09,Peas
94.76,52.86,62.95,26.06,64.74,6.37,68.36,Onion
66.76,36.78,29.66,31.93,72.7,6.91,80.59,Maize
83.24,37.75,67.24,21.7,64.77,6.4,64.19,Onion
35.08,34.52,34.45,27.88,46.76,7.53,83.85,Sesame
68.63,27.28,29.96,23.31,58.14,6.8,56.52,Beetroot
80.09,47.87,65.96,16.51,63.4,6.68,75.65,Cabbage
47.76,33.19,28.7,21.62,67.44,6.45,120.95,Soybean
43.14,38.18,30.19,30.52,66.62,6.85,69.35,Black Gram
69.34,25.46,62.66,26.43,75.69,6.62,182.0,Cashew
54.74,31.52,69.83,21.39,57.37,7.34,69.59,Beetroot
96.84,29.84,70.01,28.34,82.45,5.24,207.18,Pineapple
36.23,33.42,23.55,29.21,59.08,6.66,98.17,Field Bean
60.36,24.35,29.81,31.57,35.98,6.83,56.12,Pearl Millet
73.75,54.49,47.69,22.9,61.97,6.25,58.97,Garlic
48.29,29.81,46.17,23.76,69.95,6.6,199.82,Cashew
121.61,46.63,42.76,25.48,85.56,5.18,177.41,Tea
105.98,68.76,104.04,18.68,68.32,6.11,47.03,Potato
56.29,23.45,31.54,22.02,55.72,6.82,55.73,Radish
76.34,48.19,36.76,26.9,66.12,6.41,60.9,Okra
27.91,24.37,30.22,26.76,59.7,5.49,101.73,Niger Seed
82.62,43.31,34.13,25.29,57.27,6.1,60.73,Wheat
87.49,58.0,76.27,28.61,84.4,4.89,243.04,Tea
55.4,23.89,24.35,22.91,63.88,7.29,54.38,Radish
107.11,49.37,49.59,28.38,82.19,5.84,235.87,Rice
36.7,37.55,29.91,28.31,38.66,6.62,60.84,Cowpea
84.74,46.95,68.78,34.8,81.81,6.15,202.49,Arecanut
72.62,46.02,47.62,32.41,73.62,6.31,57.35,Cucumber
71.55,30.13,23.78,31.2,41.0,7.53,94.06,Sorghum
80.31,51.66,83.56,25.76,59.09,6.48,123.85,Apple
32.15,37.4,35.69,23.51,52.48,6.74,58.32,Lentil
31.55,28.64,24.6,17.59,49.3,7.49,70.11,Chickpea
35.07,30.07,30.2,31.12,60.17,6.56,104.29,Sesame
67.87,27.09,36.52,23.86,47.13,6.72,96.39,Finger Millet
86.96,35.63,74.9,24.52,86.95,5.65,227.28,Pineapple
70.98,41.58,83.38,32.32,63.37,6.16,63.52,Pomegranate
79.33,41.13,37.24,29.15,61.52,5.98,74.74,Cucumber
42.45,23.03,30.4,31.12,51.86,6.49,69.57,Green Gram
54.06,40.0,47.14,28.13,65.73,6.44,76.17,Pumpkin
62.48,30.41,23.52,23.84,71.02,6.63,86.11,Finger Millet
60.82,28.15,58.22,23.26,58.51,6.66,59.24,Beetroot
66.71,20.65,28.46,28.51,49.09,8.07,81.17,Sorghum
69.01,26.85,31.93,27.43,63.4,6.41,107.43,Finger Millet
36.72,29.12,25.73,22.86,62.3,6.32,105.32,Niger Seed
74.63,22.37,24.23,31.7,40.75,6.34,58.22,Pearl Millet
103.23,56.69,79.31,29.53,83.1,6.15,248.47,Arecanut
78.73,65.34,69.74,30.48,56.16,6.51,92.65,Chilli
112.1,37.79,56.79,23.55,74.93,6.55,97.42,Tomato
35.39,22.7,25.51,24.26,51.94,6.7,105.23,Field Bean
92.15,56.95,74.86,32.25,69.25,6.59,110.56,Brinjal
96.28,45.92,107.55,30.91,91.58,6.54,232.43,Coconut
103.23,58.61,49.74,26.9,56.51,6.58,81.64,Chilli
104.13,46.03,95.15,27.58,55.09,7.56,87.44,Grapes
45.25,18.96,29.55,21.91,48.01,6.67,51.91,Linseed
88.52,49.34,83.09,22.44,82.22,6.33,216.02,Litchi
58.29,80.82,64.61,25.55,64.41,6.76,102.89,Brinjal
74.87,56.04,99.59,27.73,84.99,5.76,282.63,Coconut
33.34,28.34,20.17,24.39,53.19,6.44,74.87,Horse Gram
55.29,29.33,34.16,33.06,52.98,6.52,88.68,Sesame
101.9,62.62,107.5,15.77,72.76,6.11,70.78,Potato
86.48,67.8,62.66,25.54,69.53,5.74,81.96,Brinjal
62.32,31.94,40.66,27.19,45.41,6.53,45.86,Pearl Millet
46.65,30.92,34.57,31.98,57.54,6.54,65.92,Sorghum
54.78,23.62,29.39,19.0,58.16,6.72,19.76,Radish
56.27,26.25,55.32,20.31,60.31,6.87,59.79,Beetroot
42.64,45.33,56.05,19.48,58.76,6.88,43.71,Garlic
62.0,31.97,28.37,17.78,59.99,6.56,49.89,Radish
79.57,57.9,82.75,29.09,58.12,6.09,89.37,Pomegranate
89.62,45.65,109.74,30.76,90.82,6.07,255.12,Coconut
76.33,51.06,86.48,26.63,72.2,6.62,225.31,Litchi
53.05,30.4,25.53,27.1,59.1,6.7,119.19,Soybean
121.0,73.23,137.41,30.33,76.3,6.81,146.44,Banana
84.07,46.28,34.81,26.97,67.53,6.7,58.64,Maize
37.4,27.11,24.03,29.59,53.87,6.77,56.93,Sesame
29.02,34.87,32.71,22.52,50.39,5.78,50.16,Lentil
63.86,26.55,33.2,30.6,54.3,6.12,48.76,Pearl Millet
60.49,28.79,22.23,23.14,51.92,7.52,72.5,Sunflower
61.94,28.14,31.85,23.05,71.53,6.14,99.1,Finger Millet
112.24,53.8,123.97,28.89,73.47,6.54,230.19,Banana
80.38,59.93,38.75,28.22,65.09,6.66,100.18,Maize
106.33,61.86,91.08,30.14,83.47,6.15,208.64,Rubber
74.31,65.39,37.46,32.81,67.39,6.29,71.46,Chilli
52.52,25.34,33.81,17.97,51.32,6.44,42.15,Radish
45.1,23.39,29.07,21.88,45.76,6.15,50.53,Safflower
29.94,29.93,26.66,30.64,37.36,6.76,74.18,Horse Gram
23.69,44.91,26.29,30.72,57.11,6.84,85.05,Black Gram
48.38,27.5,28.49,27.59,57.68,6.47,93.38,Green Gram
77.9,55.28,55.9,18.7,65.53,6.46,76.48,Cauliflower
71.57,26.6,60.11,29.42,76.73,5.69,185.79,Cashew
13.55,33.13,26.8,26.01,57.99,6.48,88.51,Red Gram
47.48,32.01,32.38,20.26,60.3,6.87,58.53,Peas
46.59,21.14,28.16,22.9,63.49,6.83,47.34,Radish
41.05,31.65,38.67,24.08,44.92,6.65,58.68,Linseed
88.24,53.55,63.81,23.83,57.27,6.41,62.07,Onion
78.62,27.3,31.13,29.12,45.78,7.06,67.55,Sorghum
108.54,48.02,134.87,33.79,82.91,6.24,246.98,Banana
41.24,32.3,28.15,20.57,55.13,6.34,69.41,Rajma
37.67,21.25,26.97,35.13,60.3,6.49,82.44,Horse Gram
65.03,30.49,28.88,31.56,51.21,6.44,69.38,Sorghum
100.31,50.5,51.26,24.76,72.7,6.36,249.7,Rice
90.86,66.1,85.41,28.98,85.48,5.86,304.55,Rubber
58.7,40.03,38.67,28.04,80.61,6.89,50.0,Okra
36.5,28.25,38.92,31.85,56.91,6.03,55.8,Cowpea
47.38,33.88,56.18,32.95,69.27,6.2,147.46,Cashew
21.75,30.04,35.12,18.2,54.8,6.73,57.27,Lentil
35.5,27.79,38.94,23.85,60.31,7.67,84.85,Niger Seed
52.01,35.26,26.66,28.43,53.07,6.63,86.6,Foxtail Millet
44.46,29.35,34.75,28.68,52.35,6.82,65.3,Green Gram
69.25,46.99,30.77,27.02,72.01,7.2,75.16,Maize
112.06,52.26,48.1,32.99,72.28,5.68,210.12,Rice
99.9,47.81,81.48,29.84,56.77,6.94,55.38,Pomegranate
118.43,61.2,73.07,31.51,73.56,6.24,98.22,Brinjal
96.66,52.33,51.09,31.23,85.71,6.1,248.46,Rice
100.05,45.01,37.94,20.76,67.66,6.26,77.92,Cabbage
67.01,54.27,45.71,29.89,72.44,6.31,87.33,Cucumber
35.6,31.91,31.19,26.34,54.75,6.39,64.38,Cowpea
91.03,50.62,59.57,14.26,62.26,6.73,61.37,Cauliflower
48.53,28.41,22.0,24.82,44.51,5.95,89.39,Little Millet
47.9,25.56,30.31,24.31,53.47,6.92,86.53,Soybean
78.98,23.93,76.31,24.65,55.68,6.69,61.7,Pomegranate
103.99,40.32,72.21,24.15,61.82,7.07,65.43,Pomegranate
99.08,42.09,42.6,29.31,64.94,5.95,101.48,Maize
90.62,51.34,48.77,22.4,73.03,6.41,64.88,Tomato
32.6,36.36,30.81,24.6,49.52,6.73,42.78,Safflower
99.31,49.31,60.79,26.81,70.42,7.32,61.0,Brinjal
54.72,33.99,24.17,32.28,47.95,5.94,86.56,Groundnut
62.88,22.51,32.06,35.49,40.86,7.94,89.6,Pearl Millet
101.52,60.0,89.59,18.2,66.56,5.8,58.75,Potato
34.01,27.37,30.69,22.67,66.79,6.52,117.74,Soybean
52.85,27.26,26.88,28.91,46.48,6.96,61.17,Pearl Millet
65.05,19.32,21.76,21.55,73.03,7.47,123.32,Finger Millet
43.4,29.53,29.91,18.16,51.72,6.68,57.77,Peas
35.51,19.56,30.67,22.39,51.39,6.87,122.82,Field Bean
